30432,0.016034841537475586,144
20202,0.08938479423522949,1012
35840,0.03199648857116699,158
32236,0.03999042510986328,160
70386,0.03498530387878418,318
25012,0.4100489616394043,8591
55970,0.03180360794067383,213
14192,0.03185224533081055,322
32836,0.024001121520996094,166
22614,0.011024951934814453,174
32538,0.02027750015258789,220
53564,0.025164365768432617,188
52958,0.04945516586303711,224
35840,0.015459775924682617,171
4868,0.008969545364379883,106
65576,0.04996943473815918,385
32236,0.16898727416992188,1328
28626,3.2299466133117676,28503
69192,0.3093986511230469,2044
14794,0.010232686996459961,101
16002,0.039786338806152344,117
46662,0.04956364631652832,237
22906,0.11514997482299805,1731
40650,0.03963184356689453,240
45456,0.049758195877075195,196
27124,0.0350794792175293,134
43348,0.02066493034362793,175
18690,0.04973959922790527,332
14192,0.0299680233001709,103
30730,0.03987383842468262,184
15690,0.059586286544799805,557
52362,0.8993179798126221,15552
35838,0.03941059112548828,194
35238,0.030349016189575195,155
23206,1.0878043174743652,12547
41246,0.020425081253051758,167
34036,0.849642276763916,11795
33738,0.09955739974975586,740
29230,0.02559041976928711,148
15702,0.019855976104736328,113
34636,0.06467819213867188,706
28030,0.03496527671813965,140
75196,0.06872296333312988,336
16290,0.019849538803100586,102
47560,22.579707622528076,166968
33136,0.07210040092468262,580
24120,0.14513778686523438,1000
50254,0.0697932243347168,1006
31632,0.01964735984802246,146
31636,0.019711732864379883,159
19312,0.029958248138427734,182
48764,0.03975629806518555,185
9080,0.02582406997680664,103
36744,0.06376504898071289,368
37342,0.05983853340148926,305
13898,5.229137659072876,54263
21406,0.0348660945892334,123
26830,0.8492648601531982,8535
19002,0.029852867126464844,115
22008,56.23426651954651,633167
30424,0.07976627349853516,777
25626,0.03998112678527832,164
25930,0.019679546356201172,136
29228,2.7294867038726807,24651
37644,0.04958701133728027,311
36748,0.04007673263549805,179
21106,0.04962515830993652,249
32232,0.0319521427154541,166
5768,0.030188322067260742,73
24718,0.9399130344390869,11416
26220,0.030988216400146484,129
19306,0.037267446517944336,123
10894,0.029282093048095703,101
22014,0.018728256225585938,258
33438,0.020172119140625,171
28022,2.414757013320923,21604
28324,0.03972148895263672,167
10582,0.00770878791809082,94
31938,0.034621477127075195,152
36444,0.09482073783874512,1024
21414,26.009390830993652,461152
18104,0.02970433235168457,161
13578,0.04485464096069336,393
32224,0.029550790786743164,150
22008,0.02974247932434082,116
19002,0.029720067977905273,113
17500,0.039461612701416016,152
13284,0.025241374969482422,92
40052,1.964402675628662,18002
31028,0.07007932662963867,655
40344,0.649221658706665,9938
25322,0.029834508895874023,130
18700,0.08983492851257324,1060
19008,0.5597093105316162,9548
45146,0.03958249092102051,163
22010,0.03941750526428223,123
8484,0.025048255920410156,91
23216,0.02962779998779297,334
67388,0.0945897102355957,592
38234,0.06467461585998535,409
27720,0.04001617431640625,146
19612,0.009696483612060547,124
15700,0.044739723205566406,369
6682,0.020021438598632812,95
30732,0.034264564514160156,148
45758,2.8945555686950684,31148
52964,0.05972933769226074,511
33130,0.029611587524414062,262
16898,0.024785995483398438,155
42756,0.05444073677062988,265
22018,0.0394282341003418,174
16598,0.11947035789489746,1687
26816,2.669447183609009,32187
41252,0.049753665924072266,177
33726,0.08970904350280762,601
11180,0.019804000854492188,90
16294,0.09019351005554199,1046
31038,0.02269458770751953,159
12084,0.03504323959350586,103
34030,0.03966379165649414,140
26524,0.05969667434692383,378
45752,4.119718551635742,54582
40650,0.0498502254486084,334
48754,2.0393590927124023,15066
5458,30.519319772720337,565374
41254,0.4602806568145752,3672
16600,0.35146045684814453,3114
28024,0.0296475887298584,130
13890,0.03973388671875,289
18414,0.040009498596191406,157
20512,0.04529857635498047,293
33742,0.033910274505615234,175
54164,0.039140939712524414,233
20208,0.007957696914672852,117
29822,0.02472853660583496,192
53266,0.04968881607055664,201
15700,0.05980324745178223,396
19312,0.03220963478088379,198
22906,0.029544353485107422,131
33136,5.789256572723389,49456
40350,0.04996800422668457,222
2748,0.009721517562866211,53
22316,0.02946019172668457,125
51758,0.019814014434814453,206
14184,1.9750080108642578,20307
12384,5.2696146965026855,59301
21104,0.03969454765319824,326
14800,0.029743671417236328,109
14796,0.13944721221923828,2210
25920,0.03477597236633301,132
7882,0.6645925045013428,7816
35236,0.03459310531616211,151
34342,0.03482413291931152,170
48756,0.05971360206604004,303
62876,0.050638675689697266,225
23524,0.024608612060546875,134
19608,0.03977560997009277,139
19012,0.007729768753051758,119
34932,0.03958892822265625,141
37950,0.03950238227844238,186
19604,0.04013943672180176,209
25924,8.845057249069214,149839
42452,0.029897689819335938,177
17806,0.03471851348876953,118
22906,0.3595595359802246,4035
31022,0.03487753868103027,135
47860,0.04967784881591797,197
31330,1.4599387645721436,13783
20516,0.04449868202209473,281
16294,1.659243106842041,30023
38548,0.10209465026855469,1130
11794,0.02993941307067871,138
14794,0.029678821563720703,126
31634,0.01966404914855957,204
37638,0.015022039413452148,157
27426,0.033498287200927734,186
23506,0.01575326919555664,126
12394,0.02926015853881836,102
22616,0.02982783317565918,126
12988,0.03953099250793457,186
25324,0.03939342498779297,135
14480,0.5747501850128174,7840
38242,1.4844977855682373,16086
26220,0.02523040771484375,132
46358,0.04475522041320801,216
35222,0.03977608680725098,230
18406,0.02958083152770996,169
26522,0.044580698013305664,218
32238,0.04502439498901367,182
17800,0.034583091735839844,159
24412,0.02980661392211914,127
30132,0.8743348121643066,11779
28324,0.06519746780395508,471
17808,0.03008580207824707,133
22618,0.028828859329223633,133
12990,0.029781579971313477,121
17796,0.03449440002441406,109
24404,0.03993391990661621,120
10586,0.034473419189453125,120
66486,0.04979205131530762,219
18708,26.75483512878418,282458
14184,0.029752016067504883,92
43346,0.0400083065032959,175
8780,0.034998178482055664,192
39448,0.04992198944091797,192
51460,0.05825996398925781,246
